ID,DOT,Question,Answer1,Answer2,Answer3,Answer4,CorrectAnswer,Category,Subcategory,Explanation,MustInclude,Difficulty,Language,Region,Product,PresenterContent,ContentSlide,JeopardyBoard,Reserved3,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Reserved11,Reserved12,Reserved13,Reserved14,Reserved15
10129,,Which of the following is generally excluded from gross income?,Municipal bond interest,Wages,Ordinary dividends,Business income,1,Income,Non-Taxable Income Exclusions,"Municipal bond interest, along with life insurance proceeds, child support, and welfare payments, is excluded from gross income.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10130,,A taxpayer receives a $25 non-cash gift from a bank for opening a new account. Must this be reported?,Yes - it should be reported as taxable interest income,"No, gifts under $50 are exempt","No, non-cash items are never taxable","Only if the account balance exceeds $10,000",1,Income,Interest & Dividends,"A non-cash bank incentive for opening an account is treated as taxable interest income, regardless of its small size.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10131,,"A couple has $4,500 in total interest income spread across five accounts, each individually under $1,500. Must they file Schedule B?","Yes - Schedule B is required because the combined total exceeds $1,500, even though no single account does","No, since each individual account is under $1,500","Only if a single payer issues over $1,500","No, Schedule B is optional",1,Income,Schedule B Threshold,"Schedule B is required when total combined interest or dividends exceed $1,500, regardless of how it's split across individual accounts or payers.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10132,,What determines whether a dividend is classified as 'ordinary' vs 'qualified' on Form 1099-DIV?,"The length of time the dividend-paying stock has been held, among other requirements",Whether the dividend was paid in cash or stock,The size of the dividend payment,Whether the company is publicly or privately held,1,Income,Dividends,Qualified dividend treatment depends on a required holding period (more than 60 days within a 121-day window) and the paying corporation being a qualifying U.S. or listed foreign corporation.,0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10133,,What are Section 199A dividends?,"A subset of ordinary dividends from domestic REITs/REIT mutual funds, eligible for the QBI deduction",Dividends from foreign corporations only,A type of tax-exempt municipal bond interest,Dividends automatically classified as qualified,1,Income,Dividends,Section 199A dividends come from domestic REITs (or mutual funds investing in them) and are eligible for the Qualified Business Income deduction.,0,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10134,,"How are capital gain distributions from a mutual fund or REIT treated, regardless of how long the taxpayer held the shares?",Always treated as long-term capital gains,Always treated as short-term capital gains,Treated as ordinary dividend income,Treated as tax-exempt income,1,Income,Capital Gain Distributions,"Capital gain distributions are always treated as long-term capital gains, regardless of the shareholder's own holding period, and are reported on Schedule D.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10135,,"A Form 1099-DIV shows a non-dividend distribution. What is this, and is it currently taxable?",A return of the taxpayer's cost basis in the stock; it is not currently taxable but reduces basis for a future sale,A special type of dividend taxed at a higher rate,Fully taxable ordinary income,A distribution that must be reported on Schedule B immediately,1,Income,Non-Dividend Distributions,"A non-dividend distribution represents a return of the shareholder's basis and is not currently taxable, but it reduces basis and must be tracked for calculating gain/loss when the stock is eventually sold.",0,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10136,,Under what condition would a bank charge an early withdrawal penalty on a deposit account?,Withdrawing before the maturity date of a time deposit (such as a CD),Withdrawing any amount from an ordinary savings account,"Accumulating over $1,500 in interest",Withdrawing more than once per month,1,Income,Early Withdrawal Penalties,"Early withdrawal penalties apply specifically to time deposits like CDs when funds are withdrawn before maturity, not to ordinary savings withdrawals.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10137,,How is an early withdrawal penalty on a CD treated for tax purposes?,It can be claimed as an adjustment to income on Schedule 1,"It is simply subtracted from the interest reported, with no separate reporting",It cannot be deducted at all,It is treated as a capital loss,1,Income,Early Withdrawal Penalties,"Early withdrawal penalties are one of the recognized above-the-line adjustments to income, reported on Schedule 1.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10138,,Is a taxpayer required to report interest income even if no Form 1099-INT was issued?,Yes - income must be reported whether or not a 1099 was issued,No - unreported income without a 1099 is not taxable,Only if the amount exceeds $600,Only for foreign-sourced interest,1,Income,Reportable Income,All reportable income must be included on the return regardless of whether a Form 1099 was issued (a 1099-INT is generally required only once interest exceeds $10).,0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10139,,What is the correct three-step order for calculating AGI?,Gather total income; determine total adjustments; subtract adjustments from total income,Determine adjustments; gather total income; add adjustments to total income,Subtract deductions; gather total income; apply tax rate,Apply credits; gather income; subtract standard deduction,1,Adjustments to Income,AGI Basics,"AGI is calculated by first gathering total income, then determining allowable adjustments, then subtracting those adjustments from total income.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10140,,Which term refers to the total amount of money a taxpayer earned from all sources before any deductions?,Gross income,Adjusted gross income,Taxable income,Net income,1,Adjustments to Income,Gross Income vs AGI vs Taxable Income,Gross income is the total earned from all sources before any adjustments or deductions are applied.,1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10141,,Which of the following is NOT included in gross income?,Tax deductions,Dividends,Capital gains,Wages,1,Adjustments to Income,Gross Income vs AGI vs Taxable Income,Tax deductions are subtracted FROM gross income to determine taxable income - they are not themselves a component of gross income.,0,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10142,,Which of the following qualifies as an adjustment to income reported on Schedule 1 of Form 1040?,Educator expenses,Mortgage interest,Charitable donations,Medical expenses,1,Adjustments to Income,Adjustments to Income Examples,"Educator expenses are an above-the-line adjustment on Schedule 1; mortgage interest, charitable donations, and medical expenses are itemized (below-the-line) deductions on Schedule A.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10143,,Are self-employed business expenses reported on Schedule C an Above-the-Line adjustment or a Below-the-Line deduction?,Above-the-Line,Below-the-Line,Neither - they are a tax credit,"Both, depending on income level",1,Adjustments to Income,Classification,"Self-employed business expenses reduce gross income before AGI is calculated (Schedule C), making them Above-the-Line.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10144,,Are charitable donations an Above-the-Line adjustment or a Below-the-Line deduction?,Below-the-Line,Above-the-Line,Neither,It depends on the amount donated,1,Adjustments to Income,Classification,"Charitable donations are only deductible as an itemized (Below-the-Line) deduction on Schedule A, never as an adjustment to gross income.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10145,,"For a divorce agreement executed on or before December 31, 2018 (and not modified since), is alimony paid an Above-the-Line adjustment or a Below-the-Line deduction?",Above-the-Line,Below-the-Line,"It is a tax credit, not a deduction",It is not deductible at all,1,Adjustments to Income,Classification,Pre-2019 alimony agreements allow the payer an above-the-line deduction (and the recipient must report it as income); agreements after 2018 have no deduction or inclusion at all.,0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10146,,Is the Educator Expense deduction (up to $300 for K-12 classroom supplies) an Above-the-Line or Below-the-Line item?,Above-the-Line - claimed on Schedule 1 even without itemizing,Below-the-Line - only available if itemizing,It is a nonrefundable tax credit,It is only available to homeschool teachers,1,Adjustments to Income,Classification,"The Educator Expense deduction is an above-the-line adjustment on Schedule 1, available even to taxpayers who take the standard deduction.",0,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10147,,Is the self-employed health insurance premium deduction Above-the-Line or Below-the-Line?,"Above-the-Line, and not subject to the 7.5%-of-AGI itemized medical threshold","Below-the-Line, and subject to the 7.5%-of-AGI threshold",Only available if the taxpayer itemizes,It is a refundable credit,1,Adjustments to Income,Classification,"Self-employed health insurance premiums are deducted directly on Schedule 1 (above-the-line), unlike general medical expenses which face the 7.5%-of-AGI floor as an itemized deduction.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10148,,Are general (non-self-employed) medical expenses Above-the-Line or Below-the-Line?,"Below-the-Line - itemized on Schedule A, only the portion exceeding 7.5% of AGI is deductible",Above-the-Line - fully deductible on Schedule 1,Not deductible under any circumstances,Deductible as a tax credit instead,1,Adjustments to Income,Classification,"General medical expenses are an itemized (below-the-line) deduction on Schedule A, and only the amount exceeding 7.5% of AGI is deductible.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10149,,"Is the student loan interest deduction (up to $2,500/year) Above-the-Line or Below-the-Line?",Above-the-Line - claimed on Schedule 1 without itemizing,Below-the-Line - requires itemizing on Schedule A,It is a refundable tax credit,It has no dollar limit,1,Adjustments to Income,Classification,"The student loan interest deduction is above-the-line, claimed on Schedule 1 and subject to a MAGI phase-out, available without itemizing.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10150,,Is the Qualified Business Income (QBI) deduction Above-the-Line or Below-the-Line?,"Below-the-Line - taken after AGI is calculated, even though it doesn't require itemizing",Above-the-Line - reduces gross income before AGI,"It is a refundable credit, not a deduction",It only applies to Below-the-Line itemizers,1,Adjustments to Income,Classification,"Although the QBI deduction doesn't require itemizing, it's taken AFTER AGI is calculated (same stage as the standard/itemized deduction), making it a Below-the-Line item.",0,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10151,,How do Above-the-Line adjustments affect a taxpayer's taxes?,They reduce the amount of income subject to taxation before AGI is calculated,They reduce tax liability dollar-for-dollar like a credit,"They only reduce state tax, not federal",They have no effect unless the taxpayer itemizes,1,Adjustments to Income,Impact on Taxes,The defining feature of an above-the-line adjustment is that it reduces income subject to tax before AGI (the 'line') is calculated.,0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10152,,What is the key difference between AGI and Modified AGI (MAGI)?,"MAGI takes AGI and adds back certain items for specific eligibility tests, while AGI itself never adds anything back",MAGI is always lower than AGI,MAGI and AGI are the same figure under a different name,MAGI is calculated only for self-employed taxpayers,1,Adjustments to Income,MAGI Concept,"MAGI starts with AGI and adds back specific items (like the foreign earned income exclusion or student loan interest deduction) for determining eligibility for certain credits, deductions, or phase-outs.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10153,,Which of the following might be added back to AGI to calculate Modified AGI for IRA contribution purposes?,Foreign earned income exclusion,Charitable contributions,Mortgage interest,Medical expenses,1,Adjustments to Income,MAGI Add-Backs,"Only items subtracted before or as part of AGI (like the foreign earned income exclusion) get added back for MAGI. Itemized deductions like mortgage interest and charitable contributions were never part of AGI, so they can't be 'added back.'",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10154,,"Once AGI is calculated, which three types of Below-the-Line items can be claimed?","Standard deduction, itemized deductions, and the QBI deduction",Only the standard deduction,Only tax credits,Only above-the-line adjustments,1,Adjustments to Income,Below-the-Line Overview,"After AGI, a taxpayer can claim the standard deduction (or itemized deductions) plus the Qualified Business Income deduction.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10155,,Up to what percentage of AGI are cash donations to a qualified public charity generally deductible?,60%,30%,20%,100%,1,Adjustments to Income,Charitable Contribution Limits,Cash donations to qualified public charities are deductible up to 60% of AGI; appreciated property or gifts to certain organizations face lower limits (typically 30% or 20%).,0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10156,,"A couple contributed to a traditional IRA, has unreimbursed medical/dental expenses, and has student loan interest. Which of these are adjustments to income (not itemized deductions)?",Traditional IRA contributions and student loan interest,Only unreimbursed medical and dental expenses,All three items,None of the three items,1,Deductions,Adjustments vs Itemized (Travis & Nelly),IRA contributions and student loan interest are above-the-line adjustments to income; unreimbursed medical and dental expenses are a below-the-line itemized deduction instead.,0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10157,,Above-the-line adjustments to income are documented on which part of the tax return?,"Part 2 of Form 1040, Schedule 1",Page 1 of Schedule A,Schedule 2,Directly on Form 1040 with no schedule,1,Deductions,Adjustments vs Itemized,"Above-the-line adjustments are reported in Part 2 of Schedule 1, which then flows into Form 1040.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10158,,What is the general rule for deducting unreimbursed medical and dental expenses as an itemized deduction?,Only the portion exceeding 7.5% of AGI can be deducted,The entire amount can always be deducted,None of it is ever deductible,"Only amounts over $10,000 can be deducted",1,Deductions,Medical Expense Deduction,"Itemized medical expense deductions are limited to the amount exceeding 7.5% of AGI, reported on Schedule A lines 1-4.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10159,,On which schedule are charitable contributions reported?,Schedule A,Schedule 1,Schedule B,Directly on Form 1040 with no schedule,1,Deductions,Charitable Contribution Reporting,"Charitable contributions are an itemized deduction reported on Schedule A, not an adjustment to income on Schedule 1.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10160,,Are rent payments deductible?,"Sometimes - rent for a personal residence is not deductible, but business-related rent generally is",Always fully deductible,Never deductible under any circumstance,Only if paid to a family member,1,Deductions,Deductible vs Non-Deductible Expenses,"Personal residence rent is not deductible, but rent tied to business use (home office, business office, rental property expenses) is deductible.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10161,,Is mortgage insurance (PMI) always deductible?,"Sometimes - it phases out at higher AGI, and Congress has repeatedly let the provision expire and then renewed it",Always fully deductible regardless of income,Never deductible,Only deductible for rental properties,1,Deductions,Deductible vs Non-Deductible Expenses,PMI deductibility depends on both AGI level and whether Congress has renewed the provision for that particular tax year.,0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10162,,Which of the following taxes can be deducted on Schedule A as part of the state and local tax (SALT) deduction?,State and local income taxes,Federal estate and gift taxes,Medicare taxes,Federal income tax withheld,1,Deductions,Taxes Paid (SALT),"State and local income taxes (or general sales taxes, not both) are part of the itemizable SALT deduction. Federal estate/gift taxes and payroll taxes are not.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10163,,What is the current aggregate cap on the SALT (state and local tax) itemized deduction?,"$40,000 ($5,000 if Married Filing Separately)","$10,000 for all filers",There is no cap,"$25,000 regardless of filing status",1,Deductions,SALT Cap,"The SALT deduction cap was increased to $40,000 ($5,000 MFS) from the prior $10,000 limit, with a reduced benefit for taxpayers with MAGI above $500,000 ($250,000 MFS).",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10164,,"A taxpayer donated to a social club, a GoFundMe campaign, the Red Cross, and a local church. Which donations are deductible as charitable gifts?",Only the Red Cross and local church donations,All four donations,Only the GoFundMe donation,Only the social club donation,1,Deductions,Charitable Contributions - Qualified Organizations,"The Red Cross and a church are qualified 501(c)(3) organizations. Social clubs are typically 501(c)(7) (not qualified), and personal crowdfunding like GoFundMe is not a qualified charity.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10165,,A taxpayer pays a $50 entry fee to a charity race and receives a t-shirt worth $5. How much can she deduct?,$45 ,$50 ,$0 ,$5 ,1,Deductions,Quid Pro Quo Contributions,This is a quid pro quo contribution: only the amount exceeding the fair market value of what was received in return is deductible ($50 - $5 = $45).,1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10166,,Where on Schedule A are medical expenses reported?,"Line 1, in the Medical and Dental Expenses section","Line 11, in the Gifts to Charity section","Line 5, in the Taxes You Paid section","Line 8, in the Interest You Paid section",1,Deductions,Schedule A Line Placement,"Line 1 is where the total unreimbursed medical/dental expense amount is entered, before the 7.5%-of-AGI floor calculation is applied.",0,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10167,,Where on Schedule A are cash/check charitable contributions reported?,"Line 11, Gifts by cash or check","Line 1, Medical expenses","Line 12, Other than cash or check","Line 5, Taxes paid",1,Deductions,Schedule A Line Placement,Line 11 covers cash/check charitable gifts; non-cash gifts over $500 go on line 12 and require Form 8283 if over $500.,0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10168,,How should a taxpayer decide whether to take the standard deduction or itemize?,Calculate both and choose whichever produces the higher deduction,Always take the standard deduction if available,Always itemize if there are any charitable contributions,"Itemize only if income exceeds $500,000",1,Deductions,Decision Rule,There is no universal rule - taxpayers should calculate both the standard deduction and total itemized deductions each year and use whichever is larger.,1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10169,,Which category best describes the Earned Income Tax Credit and Premium Tax Credit?,Refundable - can reduce liability to $0 and still generate a refund for any excess,Nonrefundable - can only reduce liability to $0,Partially refundable - a portion is always lost,"Neither - they are deductions, not credits",1,Tax Credits & Calculations,Refundable vs Nonrefundable vs Partially Refundable,"The EITC and Premium Tax Credit are both fully refundable, meaning excess credit beyond the tax owed is paid out as a refund.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10170,,Which category best describes the Child and Dependent Care Credit and the Lifetime Learning Credit?,Nonrefundable - they can reduce liability to $0 but cannot generate a refund,Refundable - excess is always paid as a refund,Partially refundable,"They are exclusions from income, not credits",1,Tax Credits & Calculations,Refundable vs Nonrefundable vs Partially Refundable,Both the Child and Dependent Care Credit and Lifetime Learning Credit are nonrefundable credits.,1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10171,,"Which tax credits are considered 'partially refundable,' mixing refundable and nonrefundable treatment?",Child Tax Credit and American Opportunity Tax Credit,EITC and Premium Tax Credit,Child and Dependent Care Credit and Lifetime Learning Credit,Saver's Credit and Adoption Credit,1,Tax Credits & Calculations,Refundable vs Nonrefundable vs Partially Refundable,The Child Tax Credit (via the Additional Child Tax Credit) and the American Opportunity Tax Credit both mix refundable and nonrefundable portions.,0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10172,,"If the Earned Income Tax Credit completely eliminates a taxpayer's tax bill and credit is still left over, what happens to the remainder?",The taxpayer receives it as a cash refund,It is forfeited,It carries forward to next year,It converts to a nonrefundable credit,1,Tax Credits & Calculations,EITC,"Because the EITC is fully refundable, any leftover amount after zeroing out the tax bill is paid out as an actual cash refund.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10173,,Which credit is most beneficial to low-income earners?,Earned Income Tax Credit,American Opportunity Tax Credit,Lifetime Learning Credit,Adoption Credit,1,Tax Credits & Calculations,EITC,"The EITC is specifically designed to benefit low-to-moderate income working taxpayers, unlike the education credits which phase out at higher incomes but aren't specifically targeted at low earners.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10174,,Which of the following is an EITC eligibility requirement?,A valid Social Security number and U.S. citizenship/resident alien status for the entire year,Being enrolled at least half-time in college,Having no children of any age,Owning a Health Savings Account,1,Tax Credits & Calculations,EITC Eligibility,"EITC eligibility requires a valid SSN, U.S. citizen/resident alien status for the full year, investment income below the IRS threshold, and (if no qualifying children) being between ages 25 and 64.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10175,,"For an EITC claimant with no qualifying children, what is the required age range at the end of the tax year?",At least 25 but under 65,At least 18 but under 30,At least 21 with no upper limit,There is no age requirement,1,Tax Credits & Calculations,EITC Eligibility,"Without a qualifying child, the taxpayer must be at least 25 but under 65 at year-end to claim the EITC.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10176,,What is the investment income limit that disqualifies a taxpayer from claiming the EITC if exceeded?,"$11,000 ","$5,000 ","$25,000 ",There is no limit,1,Tax Credits & Calculations,EITC Eligibility,"A taxpayer's investment income must be below $11,000 to remain eligible for the EITC.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10177,,Which credit covers only the first four years of post-secondary education?,American Opportunity Tax Credit,Lifetime Learning Credit,Saver's Credit,Child and Dependent Care Credit,1,Tax Credits & Calculations,Education Credits,"The AOTC applies only to the first four years of higher education, while the Lifetime Learning Credit is available for any year of post-secondary education.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10178,,What is the maximum American Opportunity Tax Credit per student per year?,"$2,500 ","$2,000 ","$1,000 ","$3,000 ",1,Tax Credits & Calculations,Education Credits,"The AOTC allows up to $2,500 per student per year for qualified tuition and materials, and is partially refundable (up to $1,000 if it reduces liability to $0).",0,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10179,,"What is the maximum Lifetime Learning Credit, and is it refundable?","Up to $2,000 (20% of $10,000 in expenses); it is nonrefundable","Up to $2,500; it is fully refundable","Up to $1,000; it is partially refundable",There is no dollar cap,1,Tax Credits & Calculations,Education Credits,"The Lifetime Learning Credit maxes out at $2,000 (20% of the first $10,000 in expenses) and is nonrefundable.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10180,,Can professional development courses qualify for the Lifetime Learning Credit?,"Yes, if they improve job skills","No, only degree-program courses qualify","No, only courses at the taxpayer's alma mater qualify",Only if the employer does not reimburse them,1,Tax Credits & Calculations,Education Credits,"Unlike the AOTC, the Lifetime Learning Credit is broad enough to cover professional development courses that improve job skills, not just degree programs.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10181,,"For 2024, what is the maximum credit rate for the Child and Dependent Care Credit, and up to how much in expenses can be claimed for two or more dependents?","35% rate on up to $6,000 of expenses for two or more dependents","50% rate on up to $10,000 of expenses","20% rate on up to $3,000 of expenses",100% rate on unlimited expenses,1,Tax Credits & Calculations,Child and Dependent Care Credit,"The 2024 Child and Dependent Care Credit allows up to $3,000 in expenses for one dependent or $6,000 for two or more, at a maximum rate of 35% (reduced based on income).",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10182,,What is the Saver's Credit designed to encourage?,"Contributions to retirement plans such as IRAs and 401(k)s, benefiting lower-income taxpayers",Contributions to a Health Savings Account,Charitable giving among high-income taxpayers,Purchasing an electric vehicle,1,Tax Credits & Calculations,Saver's Credit,"The Saver's Credit rewards eligible retirement plan contributions and specifically benefits lower-income taxpayers, with a maximum of $1,000 (Single) or $2,000 (MFJ).",0,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10183,,What income range (as a percentage of the federal poverty level) generally qualifies a household for the Premium Tax Credit?,Between 100% and 400% of the federal poverty level,Below 50% of the federal poverty level only,Above 500% of the federal poverty level,There is no income requirement,1,Tax Credits & Calculations,Premium Tax Credit,The Premium Tax Credit generally requires household income between 100% and 400% of the federal poverty level.,0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10184,,What happens if a taxpayer received more advance Premium Tax Credit than their actual income qualifies for?,They must repay the excess upon reconciliation on their tax return,No reconciliation or repayment is ever required,The excess is automatically forgiven,They lose eligibility for the credit permanently,1,Tax Credits & Calculations,Premium Tax Credit,"The advance Premium Tax Credit must be reconciled on the tax return; overuse based on actual income requires repayment, while underuse results in an additional refundable credit.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10185,,"Which of these credits is specifically for low-to-moderate income earners with children, with the amount varying by income and number of children?",Earned Income Tax Credit,Child Tax Credit,American Opportunity Tax Credit,Lifetime Learning Credit,1,Tax Credits & Calculations,Credits for Filers with Dependents,"The EITC is specifically targeted at low-to-moderate income earners with children, with the amount varying by income and number of qualifying children.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10186,,Why do many tax credits have income limitations?,To direct tax relief toward low-to-moderate income families and promote fair distribution of government resources,To simplify tax filing for the IRS,To increase overall tax revenue,To discourage high earners from filing,1,Tax Credits & Calculations,Why Income Limitations Exist,"Income limitations ensure tax relief targets low-to-moderate income individuals and families, promoting fair distribution of resources and reducing wealth inequality.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10187,,Is Social Security income taxable at the federal level?,"For most Americans, yes - up to 85% of benefits can be federally taxable depending on combined income","No, Social Security is never taxed federally","Yes, but only at the state level","Yes, 100% of benefits are always taxable",1,Income,Basic Taxability,Up to 85% of Social Security benefits can be federally taxable depending on combined/provisional income; most states do not tax benefits the way the federal government does.,1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10188,,"A taxpayer has $25,000 in wages, $2,000 in interest income, and $5,000 in Social Security benefits. What is his provisional income?","$29,500 ","$32,000 ","$27,000 ","$22,000 ",1,Income,Provisional Income,"Provisional income = other income + 50% of Social Security benefits: $25,000 + $2,000 + (50% x $5,000 = $2,500) = $29,500.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10189,,"For a single filer with provisional income between $25,000 and $34,000, what percentage of Social Security benefits can be taxable?",Up to 50%,0%,Up to 85%,100%,1,Income,Taxability Thresholds - Single,"For single filers, provisional income below $25,000 results in 0% taxable; $25,000-$34,000 results in up to 50% taxable; above $34,000 results in up to 85% taxable.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10190,,"For a Married Filing Jointly couple, at what combined income level does up to 85% of Social Security benefits potentially become taxable?","Above $44,000","Above $25,000","Above $32,000 only",Social Security is never taxable for MFJ filers,1,Income,Taxability Thresholds - MFJ,"For MFJ filers: no tax below $32,000 combined income, up to 50% taxable between $32,000-$44,000, and up to 85% taxable above $44,000.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10191,,"If Social Security is a taxpayer's ONLY source of income, is it taxable?",No - it is not taxed at all unless combined with other income exceeding a base amount,"Yes, always taxable regardless of other income","Only if the benefit exceeds $50,000/year",Only for taxpayers over age 70,1,Income,SS as Sole Income,Social Security only becomes taxable once a taxpayer has other income and their combined income exceeds the applicable base threshold.,0,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10192,,"What does the acronym OASDI, the federal program behind Social Security, stand for?","Old-Age, Survivors, and Disability Insurance",Old-Age Savings and Disability Insurance,Ongoing Assistance for Senior and Disabled Individuals,Old-Age Social and Death Insurance,1,Income,Social Security Benefits Overview,"OASDI stands for Old-Age, Survivors, and Disability Insurance - the official name for the Social Security program.",0,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10193,,What is the one-time lump-sum death payment amount payable to an eligible surviving spouse or child?,$225 ,"$1,000 ",$500 ,"$2,500 ",1,Income,Lump-Sum Death Payment,"Social Security pays a one-time $225 lump-sum death payment to an eligible surviving spouse, or to an eligible child if there is no surviving spouse.",0,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10194,,Are gambling losses tax deductible?,"Yes, but only to the extent of reported winnings, and only if itemizing","No, gambling losses are never deductible","Yes, always fully deductible with no limit","Only losses over $10,000 are deductible",1,Income,Gambling Winnings & Losses,"Gambling losses are deductible only up to the amount of winnings, and only as an itemized deduction - never in excess of winnings.",1,2,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10195,,"Are gambling winnings taxable, and does it matter whether a Form W-2G was issued?",All gambling winnings are taxable regardless of amount or whether a W-2G was issued,"Only winnings over $5,000 are taxable",Winnings are only taxable if a W-2G was issued,Gambling winnings are never taxable,1,Income,Gambling Winnings & Losses,"The IRS treats all gambling winnings as fully taxable income, regardless of the amount or whether a W-2G was issued.",1,1,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
10196,,"Starting in 2026 under the One Big Beautiful Bill, how is the gambling loss deduction further limited?",Limited to 90% of qualified losses (which remain capped at winnings),Eliminated entirely,"Limited to $1,000 per year",Limited only for professional gamblers,1,Income,Gambling Winnings & Losses,"Starting in 2026, the gambling loss deduction is further limited to 90% of qualified losses, on top of the existing cap at the amount of winnings - so even with full documentation, 100% of losses can no longer offset winnings.",1,3,English,US,SafePrepIntuitTax,D,0,1,,,,,,,,,,,,,
